ID,peak_value,dis2peak,板温,现场温度,光照强度,转换效率,转换效率A,转换效率B,转换效率C,电压A,电压B,电压C,电流A,电流B,电流C,功率A,std_power,mean_power,功率B,功率C,平均功率,风速,风向,发电量
11915,5079.1,65,22.78,15.6,510,21.56,21.78,21.4,21.5,628.0,625.0,622.0,5.53,5.46,5.51,3472.84,1142.0410277200485,2151.247701149425,3412.5,3427.22,3437.52,1.3,275.0,0.379993053
11916,5079.1,66,22.43,15.1,497,21.9,22.15,21.91,21.64,626.0,626.0,624.0,5.49,5.43,5.38,3436.74,1139.0801858634684,2072.5679310344826,3399.18,3357.12,3397.68,1.4,347.0,0.379993053
11917,5079.1,67,21.74,15.3,490,21.58,21.77,21.48,21.51,629.0,629.0,624.0,5.28,5.21,5.26,3321.12,1107.918290632988,2033.5681502890175,3277.09,3282.24,3293.48,1.0,263.0,0.379993053
11918,5079.1,68,21.93,15.6,489,21.38,21.64,21.03,21.48,633.0,627.0,627.0,5.21,5.11,5.22,3297.93,1091.003527396372,1980.479942196532,3203.97,3272.94,3258.28,1.8,300.0,0.379993053
11919,5079.1,69,21.95,15.8,480,21.7,21.93,21.54,21.63,631.0,627.0,627.0,5.2,5.14,5.16,3281.2,1087.688338794633,1920.8887283236995,3222.78,3235.32,3246.43,1.0,339.0,0.379993053
11921,5079.1,71,21.91,14.7,479,21.55,21.57,21.46,21.63,630.0,628.0,628.0,5.11,5.1,5.14,3219.3,1065.4357825489146,1840.7702339181285,3202.8,3227.92,3216.67,1.5,57.0,0.379993053
11923,5079.1,73,22.76,15.3,441,21.91,22.48,21.81,21.45,630.0,629.0,629.0,4.92,4.78,4.7,3099.6,1054.0556182110165,1723.026705202312,3006.62,2956.3,3020.84,0.6,50.0,0.379993053
11926,5079.1,76,21.47,15.2,420,21.8,21.79,21.35,22.26,634.0,631.0,631.0,4.49,4.42,4.61,2846.66,998.1600989981908,1537.4491812865494,2789.02,2908.91,2848.2,1.5,42.0,0.379993053
11928,5079.1,78,19.7,14.6,404,21.61,21.67,21.31,21.85,638.0,635.0,636.0,4.24,4.19,4.29,2705.12,965.6048865859522,1472.5120710059173,2660.65,2728.44,2698.07,1.3,16.0,0.379993053
11931,5079.1,81,20.14,14.8,368,22.07,22.51,21.78,21.91,638.0,633.0,635.0,4.02,3.92,3.93,2564.76,922.0740851803798,1358.8061249999998,2481.36,2495.55,2513.89,1.2,338.0,0.379993053
11935,5079.1,85,18.51,14.6,324,22.36,22.76,22.05,22.28,641.0,639.0,640.0,3.54,3.44,3.47,2269.14,858.2808886598292,1192.3961224489794,2198.16,2220.8,2229.37,1.3,277.0,0.379993053
11937,5079.1,87,18.7,15.0,316,21.61,21.67,20.82,22.33,641.0,639.0,641.0,3.29,3.17,3.39,2108.89,813.6162673248905,1166.5745588235295,2025.63,2172.99,2102.5,1.1,289.0,0.379993053
11939,5079.1,89,18.16,14.5,282,22.56,22.74,22.23,22.71,642.0,640.0,641.0,3.07,3.01,3.07,1970.94,758.090918811499,1146.3981451612906,1926.4,1967.87,1955.07,2.7,341.0,0.379993053
11941,5079.1,91,17.6,14.3,260,22.89,23.31,22.46,22.9,643.0,642.0,643.0,2.89,2.79,2.84,1858.27,749.9976008238349,1037.2455462184873,1791.18,1826.12,1825.19,1.6,347.0,0.379993053
11943,5079.1,93,17.39,14.4,243,22.54,22.61,22.54,22.49,645.0,643.0,644.0,2.61,2.61,2.6,1683.45,695.2750088371425,965.598392857143,1678.23,1674.4,1678.69,1.5,58.0,0.379993053
11946,5079.1,96,16.28,13.8,210,23.55,23.65,23.25,23.75,645.0,645.0,645.0,2.35,2.31,2.36,1515.75,606.250179192583,860.7067021276599,1489.95,1522.2,1509.3,2.5,64.0,0.379993053
11950,5079.1,100,15.26,13.6,177,23.19,23.2,22.05,24.33,647.0,645.0,645.0,1.93,1.84,2.03,1248.71,594.0036242616005,817.294794520548,1186.8,1309.35,1248.29,1.8,51.0,0.379993053
11951,5079.1,101,14.93,13.7,163,23.97,24.4,24.01,23.49,646.0,646.0,646.0,1.87,1.84,1.8,1208.02,593.2838670220802,800.5264285714286,1188.64,1162.8,1186.49,1.6,59.0,0.379993053
11954,5259.65,99,13.99,13.5,134,24.21,24.61,23.06,24.97,644.0,645.0,645.0,1.55,1.45,1.57,998.2,570.6716329295738,815.0771794871794,935.25,1012.65,982.03,1.7,44.0,0.379993053
11956,5259.65,97,13.58,13.3,111,23.56,23.04,22.74,24.92,644.0,641.0,643.0,1.2,1.19,1.3,772.8,580.598846141514,848.0902272727272,762.79,835.9,790.5,1.9,99.0,0.379993053
11959,5259.65,94,13.08,13.1,91,23.85,22.97,23.74,24.83,637.0,639.0,637.0,0.99,1.02,1.07,630.63,656.5968442302667,933.5534234234234,651.78,681.59,654.67,2.5,76.0,0.379993053
11962,5259.65,91,11.91,12.7,67,24.24,24.77,23.31,24.65,631.0,634.0,636.0,0.79,0.74,0.78,498.49,749.9976008238349,1037.2455462184873,469.16,496.08,487.91,2.1,62.0,0.379993053
11963,5259.65,90,0.01,0.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745.1047413931517,1113.3253333333334,0.0,0.0,0.0,0.1,1.0,0.379993053
11970,5259.65,83,0.3,-2.6,244,26.23,26.85,26.71,25.13,692.0,691.0,688.0,2.73,2.72,2.57,1889.16,892.3844391388959,1251.3252564102563,1879.52,1768.16,1845.61,2.6,74.0,0.379993053
11976,5259.65,77,2.8,-1.8,302,25.84,26.82,25.47,25.23,687.0,682.0,682.0,3.43,3.28,3.25,2356.41,982.2772663382145,1518.3693529411764,2236.96,2216.5,2269.96,1.4,70.0,0.379993053
11979,5259.65,74,4.32,-1.6,333,25.63,25.88,26.12,24.89,681.0,680.0,679.0,3.7,3.74,3.57,2519.7,1010.9357026211428,1685.1381176470586,2543.2,2424.03,2495.64,1.9,71.0,0.379993053
11980,5259.65,73,4.77,-1.1,358,24.8,24.51,25.15,24.74,680.0,678.0,679.0,3.78,3.89,3.82,2570.4,1054.0556182110165,1723.026705202312,2637.42,2593.78,2600.53,1.1,22.0,0.379993053
11981,5259.65,72,5.12,-0.9,361,25.02,24.76,25.41,24.88,679.0,681.0,677.0,3.86,3.95,3.89,2620.94,1058.4229651433948,1788.1521052631579,2689.95,2633.53,2648.14,2.4,93.0,0.379993053
11983,5259.65,70,5.72,-0.9,371,24.93,24.82,25.09,24.88,680.0,677.0,673.0,3.98,4.04,4.03,2706.4,1071.825224697801,1880.5612280701753,2735.08,2712.19,2717.89,2.6,95.0,0.379993053
11987,5259.65,66,7.08,-0.9,420,24.39,24.64,23.79,24.74,676.0,672.0,670.0,4.52,4.39,4.58,3055.52,1139.0801858634684,2072.5679310344826,2950.08,3068.6,3024.73,3.3,112.0,0.379993053
11989,5259.65,64,7.62,-0.8,430,24.46,24.58,23.79,25.0,674.0,671.0,671.0,4.64,4.51,4.74,3127.36,1151.1982714338435,2190.5701724137934,3026.21,3180.54,3111.37,2.3,74.0,0.379993053
11996,5259.65,57,9.16,-0.6,479,24.44,24.31,24.65,24.37,666.0,664.0,664.0,5.2,5.29,5.23,3463.2,1232.0370089986584,2546.793446327684,3512.56,3472.72,3482.83,2.7,96.0,0.379993053
11997,5259.65,56,9.93,-0.2,504,23.96,23.7,23.99,24.2,666.0,663.0,659.0,5.35,5.44,5.52,3563.1,1247.4722358112626,2545.2672471910114,3606.72,3637.68,3602.5,2.7,82.0,0.379993053
11998,5259.65,55,9.41,-0.5,501,24.22,24.11,24.22,24.32,666.0,663.0,662.0,5.4,5.45,5.48,3596.4,1227.7439983706847,2644.6090395480223,3613.35,3627.76,3612.5,1.5,99.0,0.379993053
12000,5259.65,53,9.85,0.0,529,24.2,24.01,24.02,24.57,662.0,659.0,658.0,5.72,5.75,5.89,3786.64,1261.8372968537167,2749.357374301676,3789.25,3875.62,3817.17,1.2,336.0,0.379993053
12003,5259.65,50,10.28,0.0,549,24.33,23.83,24.24,24.93,660.0,658.0,655.0,5.92,6.04,6.24,3907.2,1291.9014935312753,2835.647318435754,3974.32,4087.2,3989.57,2.5,79.0,0.379993053
12004,5259.65,49,10.72,0.0,566,24.24,23.74,24.18,24.8,660.0,657.0,656.0,6.09,6.23,6.4,4019.4,1305.103024955075,2868.7984916201117,4093.11,4198.4,4103.64,1.2,117.0,0.379993053
12005,5259.65,48,11.35,-0.1,569,24.17,24.06,23.77,24.69,661.0,654.0,653.0,6.21,6.2,6.45,4104.81,1329.7605341909195,2897.5574301675974,4054.8,4211.85,4123.82,1.8,118.0,0.379993053
12008,5259.65,45,12.81,0.2,588,24.04,23.92,23.58,24.61,651.0,651.0,650.0,6.51,6.42,6.71,4238.01,1326.606675128414,3066.9434636871515,4179.42,4361.5,4259.64,1.5,64.0,0.379993053
12011,5259.65,42,12.2,0.1,601,24.37,24.28,24.02,24.81,650.0,648.0,647.0,6.75,6.7,6.93,4387.5,1359.1954959515847,3198.7410614525133,4341.6,4483.71,4404.27,2.7,99.0,0.379993053
12013,5259.65,40,14.05,0.7,612,24.19,24.13,23.99,24.46,647.0,645.0,642.0,6.91,6.89,7.06,4470.77,1351.6780194825817,3296.295139664805,4444.05,4532.52,4482.45,2.8,61.0,0.379993053
12017,5259.65,36,16.95,0.3,625,23.81,23.73,23.48,24.23,641.0,636.0,639.0,7.08,7.06,7.25,4538.28,1436.4387494914386,3323.1965000000005,4490.16,4632.75,4553.73,1.3,119.0,0.379993053
12018,5259.65,35,18.47,1.2,628,23.58,23.45,23.44,23.85,638.0,636.0,633.0,7.1,7.12,7.28,4529.8,1437.9953826211895,3372.635833333334,4528.32,4608.24,4555.45,2.4,109.0,0.379993053
12020,5259.65,33,18.78,0.2,639,23.67,23.42,23.52,24.06,634.0,635.0,634.0,7.27,7.29,7.47,4609.18,1475.6605631270131,3426.638333333333,4629.15,4735.98,4658.1,1.1,185.0,0.379993053
12021,5259.65,32,19.37,0.8,646,23.41,23.41,23.14,23.69,635.0,632.0,629.0,7.35,7.3,7.51,4667.25,1449.0633471723113,3473.0386666666664,4613.6,4723.79,4668.21,0.7,149.0,0.379993053
12022,5259.65,31,20.07,0.9,648,23.43,23.29,23.22,23.77,633.0,631.0,629.0,7.38,7.38,7.58,4671.54,1453.4168991924112,3491.5505,4656.78,4767.82,4698.71,2.2,112.0,0.379993053
12024,5259.65,29,20.74,1.4,653,23.38,23.25,23.28,23.6,628.0,628.0,625.0,7.5,7.51,7.65,4710.0,1459.4353413861718,3547.8445000000006,4716.28,4781.25,4735.84,0.7,131.0,0.379993053
12025,5259.65,28,19.06,1.1,661,23.59,23.57,23.38,23.82,633.0,631.0,628.0,7.59,7.55,7.73,4804.47,1451.1909671813623,3586.3070000000002,4764.05,4854.44,4807.65,2.4,92.0,0.379993053
12026,5259.65,27,17.24,0.8,667,23.87,23.68,23.73,24.19,634.0,632.0,631.0,7.63,7.67,7.83,4837.42,1463.6460406556089,3598.576222222222,4847.44,4940.73,4875.2,2.3,64.0,0.379993053
12027,5259.65,26,16.26,1.1,668,24.08,23.99,24.04,24.21,636.0,634.0,632.0,7.69,7.73,7.81,4890.84,1463.019664317415,3615.7889444444445,4900.82,4935.92,4909.19,2.6,59.0,0.379993053
12032,5259.65,21,18.93,1.2,682,23.39,23.63,23.21,23.34,631.0,623.0,624.0,7.87,7.83,7.86,4965.97,1477.3120000608747,3711.2814999999996,4878.09,4904.64,4916.23,1.8,260.0,0.379993053
12033,5259.65,20,19.41,1.7,681,23.26,23.52,23.02,23.24,629.0,623.0,624.0,7.86,7.77,7.83,4943.94,1464.9875064959745,3739.397388888889,4840.71,4885.92,4890.19,0.3,298.0,0.379993053
12035,5259.65,18,23.32,2.5,672,23.08,23.2,23.12,22.91,622.0,620.0,620.0,7.85,7.85,7.78,4882.7,1460.7387399756178,3811.8166666666666,4867.0,4823.6,4857.77,0.2,273.0,0.379993053
12036,5259.65,17,20.26,2.1,679,23.57,23.1,23.84,23.78,622.0,622.0,622.0,7.81,8.06,8.04,4857.82,1446.089960792213,3850.893555555556,5013.32,5000.88,4957.34,1.5,33.0,0.379993053
12039,5259.65,14,16.75,1.5,700,24.24,24.31,23.93,24.47,632.0,630.0,628.0,8.23,8.13,8.34,5201.36,1440.0355971238562,3899.1234999999997,5121.9,5237.52,5186.93,2.0,48.0,0.379993053
12040,5259.65,13,17.05,1.3,705,24.1,24.14,23.53,24.65,632.0,629.0,628.0,8.24,8.07,8.47,5207.68,1412.0282007148658,3926.636777777778,5076.03,5319.16,5200.96,1.3,38.0,0.379993053
12043,5259.65,10,20.31,1.8,712,23.76,23.8,23.31,24.16,625.0,615.0,621.0,8.4,8.36,8.58,5250.0,1427.1807988334906,3984.132333333334,5141.4,5328.18,5239.86,2.0,203.0,0.379993053
12046,5259.65,7,22.24,1.8,702,23.67,23.5,23.66,23.85,617.0,617.0,616.0,8.34,8.4,8.48,5145.78,1413.145230512694,4057.9109444444443,5182.8,5223.68,5184.09,1.9,110.0,0.379993053
12049,5259.65,4,18.93,2.0,707,24.45,24.23,24.34,24.78,627.0,624.0,625.0,8.42,8.5,8.64,5279.34,1352.231893979354,4148.84635359116,5304.0,5400.0,5327.78,0.4,352.0,0.379993053
12053,5259.65,0,20.95,3.3,712,23.79,23.58,23.51,24.29,622.0,618.0,620.0,8.38,8.41,8.66,5212.36,1226.4210476885603,4330.038222222223,5197.38,5369.2,5259.65,1.9,299.0,0.379993053
12061,5315.2,7,16.01,3.0,712,25.02,24.96,24.69,25.41,633.0,627.0,629.0,8.56,8.55,8.77,5418.48,1413.145230512694,4057.9109444444443,5360.85,5516.33,5431.89,2.6,296.0,0.379993053
12062,5315.2,8,16.32,2.8,711,24.86,24.9,24.59,25.09,632.0,627.0,626.0,8.55,8.51,8.7,5403.6,1429.5956597563988,4014.016333333333,5335.77,5446.2,5395.19,1.6,53.0,0.379993053
12066,5315.2,12,18.24,3.0,707,24.41,24.22,24.22,24.79,626.0,623.0,625.0,8.41,8.45,8.62,5264.66,1413.750733996813,3945.8891666666664,5264.35,5387.5,5305.5,2.2,334.0,0.379993053
12071,5315.2,17,20.37,2.9,706,23.94,23.83,23.64,24.36,622.0,617.0,616.0,8.38,8.38,8.65,5212.36,1446.089960792213,3850.893555555556,5170.46,5328.4,5237.07,1.6,158.0,0.379993053
12072,5315.2,18,22.05,2.8,705,23.79,23.72,23.36,24.27,620.0,612.0,616.0,8.41,8.39,8.66,5214.2,1460.7387399756178,3811.8166666666666,5134.68,5334.56,5227.81,1.1,155.0,0.379993053
12075,5315.2,21,22.41,4.8,708,23.63,23.46,23.19,24.23,615.0,611.0,617.0,8.43,8.39,8.68,5184.45,1477.3120000608747,3711.2814999999996,5126.29,5355.56,5222.1,2.0,274.0,0.379993053
12076,5315.2,22,22.05,4.3,710,23.61,23.24,23.26,24.34,616.0,615.0,620.0,8.35,8.37,8.69,5143.6,1486.7247569982949,3700.809833333333,5147.55,5387.8,5226.32,1.4,289.0,0.379993053
12080,5315.2,26,16.85,4.3,698,24.17,24.45,23.64,24.42,635.0,627.0,628.0,8.22,8.05,8.3,5219.7,1463.019664317415,3615.7889444444445,5047.35,5212.4,5159.82,2.5,268.0,0.379993053
12084,5315.2,30,19.33,3.6,692,24.01,24.06,23.78,24.18,629.0,620.0,626.0,8.17,8.19,8.25,5138.93,1461.5754181044574,3508.030055555555,5077.8,5164.5,5127.08,0.3,284.0,0.379993053
12085,5315.2,31,20.93,4.0,686,23.69,23.72,23.69,23.65,623.0,619.0,621.0,8.11,8.15,8.11,5052.53,1453.4168991924112,3491.5505,5044.85,5036.31,5044.56,0.4,250.0,0.379993053
12086,5315.2,32,22.12,4.6,681,23.48,23.59,23.46,23.38,620.0,619.0,619.0,8.08,8.05,8.02,5009.6,1449.0633471723113,3473.0386666666664,4982.95,4964.38,4985.64,1.1,295.0,0.379993053
12088,5315.2,34,23.01,4.5,670,23.21,22.7,23.11,23.8,618.0,618.0,623.0,7.7,7.84,8.01,4758.6,1467.8950107221806,3388.291388888889,4845.12,4990.23,4864.65,1.9,268.0,0.379993053
12090,5315.2,36,21.59,4.1,667,23.44,23.24,23.24,23.85,620.0,621.0,622.0,7.78,7.77,7.96,4823.6,1436.4387494914386,3323.1965000000005,4825.17,4951.12,4866.63,0.7,263.0,0.379993053
12096,5315.2,42,23.45,4.6,652,22.92,22.89,22.67,23.2,618.0,616.0,614.0,7.57,7.52,7.72,4678.26,1359.1954959515847,3198.7410614525133,4632.32,4740.08,4683.55,1.1,294.0,0.379993053
12097,5315.2,43,24.12,4.1,650,22.71,22.53,22.59,23.02,616.0,615.0,613.0,7.47,7.5,7.67,4601.52,1337.889742117092,3170.28592178771,4612.5,4701.71,4638.58,0.6,208.0,0.379993053
12103,5315.2,49,21.95,4.1,626,22.92,22.97,22.74,23.07,624.0,623.0,620.0,7.18,7.12,7.26,4480.32,1305.103024955075,2868.7984916201117,4435.76,4501.2,4472.43,0.8,265.0,0.379993053
12104,5315.2,50,23.49,3.8,621,22.71,22.7,22.4,23.03,625.0,621.0,620.0,7.07,7.02,7.23,4418.75,1291.9014935312753,2835.647318435754,4359.42,4482.6,4420.26,1.2,53.0,0.379993053
12105,5315.2,51,22.81,3.4,617,22.58,22.61,22.21,22.93,625.0,620.0,622.0,6.98,6.91,7.11,4362.5,1294.4118768833555,2828.5543016759775,4284.2,4422.42,4356.37,1.6,187.0,0.379993053
12106,5315.2,52,22.74,3.8,612,22.72,22.64,22.56,22.95,624.0,621.0,620.0,6.94,6.95,7.08,4330.56,1281.9759894470787,2779.6948044692735,4315.95,4389.6,4345.37,0.6,206.0,0.379993053
12107,5315.2,53,23.16,4.1,606,22.46,22.34,22.23,22.82,625.0,622.0,621.0,6.78,6.78,6.97,4237.5,1261.8372968537167,2749.357374301676,4217.16,4328.37,4261.01,1.7,264.0,0.379993053
12108,5315.2,54,23.78,4.4,601,22.3,22.27,22.2,22.42,624.0,625.0,621.0,6.73,6.7,6.81,4199.52,1242.913143768829,2686.979213483146,4187.5,4229.01,4205.34,1.5,287.0,0.379993053
12113,5315.2,59,20.49,4.8,575,22.06,22.13,21.35,22.7,630.0,628.0,634.0,6.26,6.06,6.38,3943.8,1208.1550322950125,2433.534318181818,3805.68,4044.92,3931.47,2.1,121.0,0.379993053
12115,5315.2,61,18.53,4.3,567,22.44,22.53,21.84,22.96,632.0,633.0,637.0,6.22,6.02,6.29,3931.04,1179.1905424381903,2348.9205714285713,3810.66,4006.73,3916.14,1.2,116.0,0.379993053
12116,5315.2,62,18.22,5.0,562,22.51,22.46,22.24,22.83,632.0,635.0,636.0,6.14,6.05,6.2,3880.48,1174.3210591455522,2294.5628,3841.75,3943.2,3888.48,0.7,335.0,0.379993053
12117,5315.2,63,17.99,4.6,560,22.16,21.96,21.9,22.63,637.0,634.0,637.0,5.93,5.94,6.11,3777.41,1150.2948372089043,2248.1663218390804,3765.96,3892.07,3811.81,1.6,81.0,0.379993053
12118,5315.2,64,18.16,4.1,550,22.14,21.98,22.17,22.28,634.0,632.0,636.0,5.86,5.93,5.92,3715.24,1151.1982714338435,2190.5701724137934,3747.76,3765.12,3742.71,0.9,52.0,0.379993053
12120,5315.2,66,17.01,4.3,541,22.23,22.35,22.01,22.35,639.0,638.0,639.0,5.79,5.71,5.79,3699.81,1139.0801858634684,2072.5679310344826,3642.98,3699.81,3680.87,0.8,323.0,0.379993053
12122,5315.2,68,17.97,4.7,525,22.06,22.32,21.97,21.89,638.0,637.0,636.0,5.64,5.56,5.55,3598.32,1091.003527396372,1980.479942196532,3541.72,3529.8,3556.61,1.2,276.0,0.379993053
12123,5315.2,69,18.26,4.6,517,21.77,21.77,21.65,21.88,642.0,635.0,638.0,5.39,5.42,5.45,3460.38,1087.688338794633,1920.8887283236995,3441.7,3477.1,3459.73,2.0,250.0,0.379993053
12124,5315.2,70,17.93,4.5,495,22.06,22.45,22.0,21.73,645.0,643.0,640.0,5.29,5.2,5.16,3412.05,1071.825224697801,1880.5612280701753,3343.6,3302.4,3352.68,1.8,228.0,0.379993053
12129,5315.2,75,16.89,5.0,461,21.76,21.81,21.39,22.09,646.0,643.0,645.0,4.76,4.69,4.83,3074.96,1004.6047681772699,1601.4910526315791,3015.67,3115.35,3068.66,1.0,265.0,0.379993053
12131,5315.2,77,17.2,4.6,446,21.85,21.89,21.7,21.96,647.0,643.0,645.0,4.62,4.61,4.65,2989.14,982.2772663382145,1518.3693529411764,2964.23,2999.25,2984.21,0.3,330.0,0.379993053
12132,5315.2,78,18.14,5.1,437,21.78,21.92,21.15,22.26,647.0,644.0,647.0,4.55,4.41,4.62,2943.85,965.6048865859522,1472.5120710059173,2840.04,2989.14,2924.34,1.0,275.0,0.379993053
12133,5315.2,79,16.89,5.1,434,21.38,20.91,20.89,22.34,647.0,645.0,646.0,4.29,4.3,4.59,2775.63,952.1519105168742,1454.6336419753084,2773.5,2965.14,2838.09,0.2,234.0,0.379993053
12137,5315.2,83,16.2,5.1,376,21.75,21.95,21.43,21.87,649.0,647.0,650.0,3.88,3.8,3.86,2518.12,892.3844391388959,1251.3252564102563,2458.6,2509.0,2495.24,1.0,280.0,0.379993053
12138,5315.2,84,15.97,5.0,372,21.88,22.27,21.74,21.62,651.0,647.0,647.0,3.88,3.81,3.79,2525.88,878.8320490309687,1201.5773548387097,2465.07,2452.13,2481.03,0.6,268.0,0.379993053
12140,5315.2,86,14.51,5.1,341,22.35,22.77,22.17,22.1,654.0,653.0,653.0,3.6,3.51,3.5,2354.4,834.6584742803808,1190.9323776223778,2292.03,2285.5,2310.64,1.9,268.0,0.379993053
12143,5315.2,89,13.78,5.3,316,22.06,22.27,21.72,22.17,657.0,657.0,656.0,3.24,3.16,3.23,2128.68,758.090918811499,1146.3981451612906,2076.12,2118.88,2107.89,0.7,271.0,0.379993053
12145,5315.2,91,12.43,5.3,304,22.38,22.73,21.94,22.48,658.0,656.0,657.0,3.16,3.06,3.13,2079.28,749.9976008238349,1037.2455462184873,2007.36,2056.41,2047.68,1.1,279.0,0.379993053
12146,5315.2,92,11.91,5.2,268,22.52,22.83,22.39,22.35,661.0,658.0,659.0,2.78,2.74,2.73,1837.58,735.9406693453319,981.8633620689654,1802.92,1799.07,1813.19,0.6,285.0,0.379993053
12153,5315.2,99,8.14,4.3,178,23.5,24.0,22.96,23.54,663.0,662.0,664.0,1.91,1.83,1.87,1266.33,570.6716329295738,815.0771794871794,1211.46,1241.68,1239.82,1.2,20.0,0.379993053
12157,5315.2,103,7.58,4.8,145,23.29,23.65,22.84,23.39,663.0,662.0,660.0,1.53,1.48,1.52,1014.39,625.125183501241,800.7486885245901,979.76,1003.2,999.12,0.8,300.0,0.379993053
12158,5315.2,104,7.32,4.6,141,23.27,23.51,23.04,23.27,662.0,662.0,664.0,1.48,1.45,1.46,979.76,604.9505206654468,775.1861111111112,959.9,969.44,969.7,1.6,266.0,0.379993053
12159,5042.33,104,6.91,4.6,135,23.02,23.54,22.3,23.23,665.0,663.0,661.0,1.41,1.34,1.4,937.65,604.9505206654468,775.1861111111112,888.42,925.4,917.16,0.9,271.0,0.379993053
12160,5042.33,103,6.41,4.7,122,23.98,24.43,23.58,23.95,665.0,662.0,662.0,1.32,1.28,1.3,877.8,625.125183501241,800.7486885245901,847.36,860.6,861.92,1.3,6.0,0.379993053
12162,5042.33,101,5.51,4.4,101,24.64,25.22,23.74,24.96,662.0,658.0,661.0,1.13,1.07,1.12,748.06,593.2838670220802,800.5264285714286,704.06,740.32,730.81,0.0,23.0,0.379993053
12163,5042.33,100,5.39,4.6,97,24.57,24.92,24.11,24.68,663.0,660.0,663.0,1.07,1.04,1.06,709.41,594.0036242616005,817.294794520548,686.4,702.78,699.53,0.0,12.0,0.379993053
12164,5042.33,99,5.22,4.5,93,24.1,24.02,23.19,25.08,662.0,659.0,658.0,0.99,0.96,1.04,655.38,570.6716329295738,815.0771794871794,632.64,684.32,657.45,0.2,20.0,0.379993053
12168,5042.33,95,3.49,4.3,63,24.58,24.6,23.43,25.71,655.0,652.0,656.0,0.69,0.66,0.72,451.95,644.1225753692852,894.9162500000001,430.32,472.32,451.53,0.0,51.0,0.379993053
12169,5042.33,94,3.18,4.3,57,25.3,25.49,24.82,25.61,651.0,654.0,654.0,0.65,0.63,0.65,423.15,656.5968442302667,933.5534234234234,412.02,425.1,420.09,0.3,53.0,0.379993053
12171,5042.33,92,-2.35,-4.0,176,23.78,24.29,23.63,23.43,698.0,691.0,693.0,1.75,1.72,1.7,1221.5,735.9406693453319,981.8633620689654,1188.52,1178.1,1196.04,1.2,188.0,0.379993053
12172,5042.33,91,-1.96,-3.8,182,24.05,24.56,24.45,23.15,695.0,692.0,693.0,1.84,1.84,1.74,1278.8,749.9976008238349,1037.2455462184873,1273.28,1205.82,1252.63,0.8,120.0,0.379993053
12175,5042.33,88,-0.71,-3.7,209,23.24,23.59,22.96,23.17,691.0,693.0,689.0,2.05,1.99,2.02,1416.55,795.386768364036,1152.9797727272728,1379.07,1391.78,1395.8,1.0,132.0,0.379993053
12178,5042.33,85,1.1,-2.7,232,22.27,21.0,22.36,23.45,684.0,685.0,687.0,2.06,2.19,2.29,1409.04,858.2808886598292,1192.3961224489794,1500.15,1573.23,1494.14,0.6,172.0,0.379993053
12179,5042.33,84,1.39,-2.5,205,28.0,28.91,28.17,26.9,689.0,688.0,685.0,2.49,2.43,2.33,1715.61,878.8320490309687,1201.5773548387097,1671.84,1596.05,1661.17,1.9,114.0,0.379993053
12180,5042.33,83,1.39,-2.9,160,32.26,33.18,32.24,31.36,686.0,685.0,685.0,2.24,2.18,2.12,1536.64,892.3844391388959,1251.3252564102563,1493.3,1452.2,1494.05,0.6,222.0,0.379993053
12185,5042.33,78,3.89,-2.0,306,23.68,23.85,22.67,24.51,683.0,682.0,680.0,3.12,2.97,3.22,2130.96,965.6048865859522,1472.5120710059173,2025.54,2189.6,2115.37,2.0,190.0,0.379993053
12187,5042.33,76,4.6,-1.7,320,23.51,23.52,22.87,24.14,678.0,680.0,681.0,3.25,3.15,3.32,2203.5,998.1600989981908,1537.4491812865494,2142.0,2260.92,2202.14,1.4,204.0,0.379993053
12188,5042.33,75,5.2,-1.8,330,23.82,24.31,23.32,23.81,680.0,678.0,676.0,3.46,3.33,3.41,2352.8,1004.6047681772699,1601.4910526315791,2257.74,2305.16,2305.23,1.7,186.0,0.379993053
12192,5042.33,71,5.12,-1.1,193,24.08,24.94,22.83,24.47,669.0,673.0,669.0,2.11,1.92,2.07,1411.59,1065.4357825489146,1840.7702339181285,1292.16,1384.83,1362.86,2.4,172.0,0.379993053
12193,5042.33,70,4.37,-1.0,229,20.71,19.23,19.19,23.69,678.0,673.0,681.0,1.9,1.91,2.33,1288.2,1071.825224697801,1880.5612280701753,1285.43,1586.73,1386.79,0.5,212.0,0.379993053
12194,5042.33,69,4.22,-0.4,294,20.48,18.09,22.67,20.68,682.0,679.0,681.0,2.28,2.87,2.61,1554.96,1087.688338794633,1920.8887283236995,1948.73,1777.41,1760.37,2.4,156.0,0.379993053
12195,5042.33,68,3.74,-0.6,214,27.88,26.43,31.64,25.59,682.0,686.0,683.0,2.42,2.88,2.34,1650.44,1091.003527396372,1980.479942196532,1975.68,1598.22,1741.45,1.2,201.0,0.379993053
12196,5042.33,67,3.62,-0.6,300,25.69,24.81,27.95,24.31,687.0,691.0,684.0,3.16,3.54,3.11,2170.92,1107.918290632988,2033.5681502890175,2446.14,2127.24,2248.1,2.8,211.0,0.379993053
12197,5042.33,66,3.95,-0.5,251,32.65,42.08,32.24,23.62,684.0,681.0,679.0,4.51,3.47,2.55,3084.84,1139.0801858634684,2072.5679310344826,2363.07,1731.45,2393.12,2.1,224.0,0.379993053
